2	0.963
3	0.965
4	0.951
5	0.961
6	0.959
7	0.961
8	0.946
9	0.962
10	0.957
11	0.961
12	0.954
13	0.961
14	0.958
15	0.961
16	0.949
17	0.957
18	0.959
19	0.961
20	0.955
21	0.959
22	0.957
23	0.957
24	0.951
25	0.954
26	0.957
27	0.957
28	0.954
29	0.957
30	0.948
31	0.954
32	0.943
33	0.951
34	0.953
35	0.956
36	0.953
37	0.952
38	0.945
39	0.952
40	0.945
41	0.951
42	0.951
43	0.949
44	0.944
45	0.943
46	0.948
47	0.948
48	0.950
49	0.945
50	0.950
51	0.953
52	0.947
53	0.949
54	0.943
55	0.948
56	0.939
57	0.950
58	0.945
59	0.949
60	0.944
61	0.948
62	0.943
63	0.942
64	0.940
65	0.949
66	0.948
67	0.948
68	0.943
69	0.949
70	0.940
71	0.945
72	0.943
73	0.946
74	0.945
75	0.945
76	0.940
77	0.946
78	0.939
79	0.946
80	0.941
81	0.944
82	0.944
83	0.945
84	0.942
85	0.942
86	0.936
87	0.943
88	0.936
89	0.940
90	0.939
91	0.940
92	0.941
93	0.942
94	0.934
95	0.941
96	0.937
97	0.941
98	0.937
99	0.938
100	0.938
101	0.937
102	0.939
103	0.939
104	0.940
105	0.940
106	0.938
107	0.939
108	0.939
109	0.940
110	0.938
111	0.941
112	0.941
113	0.940
114	0.938
115	0.939
116	0.939
117	0.937
118	0.933
119	0.937
120	0.937
121	0.936
122	0.933
123	0.937
124	0.937
125	0.937
126	0.932
127	0.934
128	0.933
129	0.935
130	0.933
131	0.934
132	0.934
133	0.933
134	0.928
135	0.933
136	0.934
137	0.934
138	0.931
139	0.932
140	0.932
141	0.932
142	0.933
143	0.933
144	0.932
145	0.933
146	0.933
147	0.932
148	0.933
149	0.932
150	0.932
151	0.930
152	0.932
153	0.932
154	0.933
155	0.932
156	0.931
157	0.931
158	0.931
159	0.930
160	0.930
161	0.931
162	0.930
163	0.931
164	0.931
165	0.928
166	0.928
167	0.929
168	0.930
169	0.930
170	0.929
171	0.929
172	0.929
173	0.928
174	0.927
175	0.930
176	0.926
177	0.928
178	0.926
179	0.928
180	0.928
181	0.927
182	0.926
183	0.925
184	0.926
185	0.925
186	0.925
187	0.924
188	0.924
189	0.922
190	0.923
191	0.924
192	0.924
193	0.925
194	0.922
195	0.923
196	0.921
197	0.920
198	0.921
199	0.921
200	0.923
201	0.922
202	0.920
203	0.919
204	0.919
205	0.918
206	0.921
207	0.919
208	0.919
209	0.920
210	0.918
211	0.918
212	0.915
213	0.918
214	0.917
215	0.917
216	0.915
217	0.917
218	0.916
219	0.915
220	0.913
221	0.914
222	0.912
223	0.914
224	0.914
225	0.914
226	0.911
227	0.910
228	0.910
229	0.912
230	0.911
231	0.913
232	0.910
233	0.912
234	0.910
235	0.910
236	0.911
237	0.909
238	0.910
239	0.910
240	0.909
241	0.909
242	0.909
243	0.908
244	0.909
245	0.908
246	0.908
247	0.907
248	0.907
249	0.906
250	0.906
251	0.906
252	0.905
253	0.904
254	0.903
255	0.905
256	0.904
257	0.903
258	0.902
259	0.902
260	0.902
261	0.901
262	0.902
263	0.902
264	0.901
265	0.902
266	0.901
267	0.900
268	0.900
269	0.899
270	0.901
271	0.900
272	0.900
273	0.900
274	0.900
275	0.899
276	0.900
277	0.898
278	0.900
279	0.899
280	0.896
281	0.897
282	0.898
283	0.897
284	0.896
285	0.896
286	0.897
287	0.896
288	0.898
289	0.896
290	0.895
291	0.894
292	0.893
293	0.895
294	0.894
295	0.894
296	0.895
297	0.893
298	0.894
299	0.892
300	0.892
301	0.892
302	0.892
303	0.892
304	0.891
305	0.891
306	0.890
307	0.889
308	0.892
309	0.892
310	0.888
311	0.888
312	0.889
313	0.889
314	0.888
315	0.886
316	0.889
317	0.887
318	0.887
319	0.888
320	0.887
321	0.887
322	0.886
323	0.886
324	0.885
325	0.885
326	0.884
327	0.884
328	0.883
329	0.884
330	0.883
331	0.882
332	0.882
333	0.884
334	0.883
335	0.881
336	0.883
337	0.880
338	0.881
339	0.881
340	0.881
341	0.880
342	0.880
343	0.879
344	0.878
345	0.881
346	0.880
347	0.878
348	0.877
349	0.879
350	0.877
351	0.876
352	0.877
353	0.876
354	0.876
355	0.876
356	0.874
357	0.875
358	0.875
359	0.874
360	0.874
361	0.873
362	0.874
363	0.873
364	0.873
365	0.872
366	0.872
367	0.871
368	0.872
369	0.870
370	0.870
371	0.870
372	0.871
373	0.870
374	0.870
375	0.868
376	0.870
377	0.870
378	0.868
379	0.868
380	0.866
381	0.866
382	0.866
383	0.863
384	0.866
385	0.865
386	0.865
387	0.862
388	0.862
389	0.863
390	0.864
391	0.862
392	0.863
393	0.862
394	0.862
395	0.860
396	0.861
397	0.859
398	0.859
399	0.860
400	0.860
401	0.858
402	0.859
403	0.857
404	0.857
405	0.857
406	0.856
407	0.855
408	0.856
409	0.855
410	0.854
411	0.855
412	0.853
413	0.853
414	0.856
415	0.851
416	0.854
417	0.852
418	0.852
419	0.851
420	0.850
421	0.850
422	0.851
423	0.850
424	0.850
425	0.848
426	0.850
427	0.849
428	0.846
429	0.848
430	0.848
431	0.847
432	0.847
433	0.846
434	0.846
435	0.846
436	0.846
437	0.843
438	0.844
439	0.844
440	0.842
441	0.843
442	0.841
443	0.843
444	0.842
445	0.842
446	0.840
447	0.841
448	0.842
449	0.841
450	0.839
451	0.840
452	0.841
453	0.839
454	0.840
455	0.837
456	0.838
457	0.836
458	0.837
459	0.836
460	0.838
461	0.836
462	0.836
463	0.836
464	0.836
465	0.832
466	0.834
467	0.833
468	0.831
469	0.834
470	0.832
471	0.832
472	0.831
473	0.830
474	0.831
475	0.830
476	0.829
477	0.830
478	0.828
479	0.828
480	0.827
481	0.828
482	0.829
483	0.827
484	0.826
485	0.827
486	0.827
487	0.826
488	0.825
489	0.827
490	0.825
491	0.822
492	0.824
493	0.825
494	0.824
495	0.824
496	0.826
497	0.819
498	0.823
499	0.820
500	0.821
501	0.820
502	0.819
