2	0.588
3	0.542
4	0.522
5	0.534
6	0.498
7	0.501
8	0.482
9	0.488
10	0.450
11	0.443
12	0.430
13	0.437
14	0.419
15	0.412
16	0.389
17	0.385
18	0.388
19	0.378
20	0.356
21	0.358
22	0.343
23	0.340
24	0.320
25	0.317
26	0.320
27	0.307
28	0.288
29	0.284
30	0.276
31	0.265
32	0.262
33	0.255
34	0.252
35	0.258
36	0.247
37	0.228
38	0.222
39	0.230
40	0.212
41	0.218
42	0.205
43	0.206
44	0.195
45	0.194
46	0.192
47	0.191
48	0.182
49	0.183
50	0.178
51	0.175
52	0.158
53	0.163
54	0.152
55	0.162
56	0.139
57	0.158
58	0.142
59	0.140
60	0.137
61	0.137
62	0.128
63	0.135
64	0.117
65	0.127
66	0.124
67	0.127
68	0.126
69	0.131
70	0.115
71	0.111
72	0.110
73	0.113
74	0.112
75	0.108
76	0.107
77	0.106
78	0.097
79	0.108
80	0.095
81	0.102
82	0.102
83	0.100
84	0.101
85	0.092
86	0.089
87	0.094
88	0.094
89	0.089
90	0.096
91	0.093
92	0.092
93	0.093
94	0.089
95	0.084
96	0.088
97	0.087
98	0.083
99	0.078
100	0.086
101	0.076
102	0.081
103	0.075
104	0.086
105	0.083
106	0.086
107	0.085
108	0.092
109	0.088
110	0.091
111	0.087
112	0.087
113	0.090
114	0.089
115	0.090
116	0.086
117	0.088
118	0.085
119	0.081
120	0.084
121	0.080
122	0.081
123	0.085
124	0.084
125	0.080
126	0.076
127	0.074
128	0.077
129	0.075
130	0.082
131	0.077
132	0.079
133	0.074
134	0.075
135	0.080
136	0.081
137	0.084
138	0.086
139	0.085
140	0.084
141	0.080
142	0.082
143	0.083
144	0.083
145	0.081
146	0.080
147	0.077
148	0.077
149	0.076
150	0.075
151	0.075
152	0.077
153	0.078
154	0.081
155	0.078
156	0.079
157	0.073
158	0.075
159	0.073
160	0.080
161	0.073
162	0.081
163	0.085
164	0.078
165	0.083
166	0.072
167	0.078
168	0.077
169	0.078
170	0.075
171	0.077
172	0.078
173	0.076
174	0.078
175	0.075
176	0.073
177	0.073
178	0.071
179	0.078
180	0.072
181	0.068
182	0.071
183	0.077
184	0.070
185	0.072
186	0.068
187	0.065
188	0.069
189	0.068
190	0.068
191	0.069
192	0.074
193	0.065
194	0.067
195	0.067
196	0.069
197	0.066
198	0.072
199	0.072
200	0.072
201	0.069
202	0.070
203	0.070
204	0.072
205	0.066
206	0.067
207	0.068
208	0.065
209	0.067
210	0.066
211	0.063
212	0.067
213	0.068
214	0.068
215	0.065
216	0.060
217	0.061
218	0.062
219	0.062
220	0.062
221	0.059
222	0.068
223	0.064
224	0.069
225	0.068
226	0.065
227	0.064
228	0.066
229	0.062
230	0.066
231	0.061
232	0.063
233	0.063
234	0.066
235	0.060
