2	0.595
3	0.512
4	0.511
5	0.519
6	0.495
7	0.487
8	0.486
9	0.453
10	0.457
11	0.464
12	0.425
13	0.415
14	0.435
15	0.399
16	0.372
17	0.392
18	0.378
19	0.374
20	0.370
21	0.352
22	0.348
23	0.322
24	0.331
25	0.319
26	0.322
27	0.316
28	0.294
29	0.274
30	0.292
31	0.277
32	0.258
33	0.270
34	0.249
35	0.254
36	0.223
37	0.240
38	0.222
39	0.257
40	0.232
41	0.247
42	0.203
43	0.237
44	0.192
45	0.190
46	0.194
47	0.214
48	0.193
49	0.206
50	0.169
51	0.159
52	0.193
53	0.172
54	0.140
55	0.158
56	0.151
57	0.142
58	0.155
59	0.142
60	0.144
61	0.148
62	0.130
63	0.164
64	0.140
65	0.136
66	0.116
67	0.138
68	0.124
69	0.152
70	0.121
71	0.137
72	0.102
73	0.121
74	0.092
75	0.110
76	0.124
77	0.109
78	0.119
79	0.128
80	0.109
81	0.118
82	0.106
83	0.127
84	0.103
85	0.111
86	0.104
87	0.111
88	0.137
89	0.111
90	0.088
91	0.130
92	0.118
93	0.133
94	0.094
95	0.117
96	0.098
97	0.098
98	0.102
99	0.118
100	0.107
101	0.097
102	0.084
103	0.103
104	0.097
105	0.083
106	0.093
107	0.075
108	0.086
109	0.094
110	0.119
111	0.092
112	0.093
113	0.111
114	0.101
115	0.078
116	0.089
117	0.083
118	0.110
119	0.092
120	0.115
121	0.095
122	0.100
123	0.099
124	0.070
125	0.095
126	0.076
127	0.084
128	0.084
129	0.086
130	0.080
131	0.097
132	0.100
133	0.084
134	0.092
135	0.060
136	0.115
137	0.082
138	0.078
139	0.104
140	0.071
141	0.077
142	0.089
143	0.117
144	0.119
145	0.104
146	0.063
147	0.090
148	0.083
149	0.084
150	0.052
151	0.105
152	0.064
153	0.090
154	0.091
155	0.074
156	0.110
157	0.077
158	0.098
159	0.067
160	0.082
161	0.085
162	0.095
163	0.106
164	0.084
165	0.087
166	0.075
167	0.086
168	0.093
169	0.094
170	0.095
171	0.098
172	0.085
173	0.087
174	0.086
175	0.107
176	0.080
177	0.081
178	0.052
179	0.060
180	0.078
181	0.074
182	0.066
183	0.040
184	0.107
185	0.094
186	0.086
187	0.087
188	0.092
189	0.098
190	0.067
191	0.019
192	0.069
193	0.080
194	0.060
195	0.039
196	0.063
197	0.079
198	0.054
199	0.093
200	0.052
201	0.062
202	0.082
203	0.073
204	0.060
205	0.088
206	0.093
207	0.093
208	0.068
209	0.062
210	0.071
211	0.083
212	0.078
213	0.077
214	0.073
215	0.073
216	0.075
217	0.097
218	0.056
219	0.082
220	0.080
221	0.048
222	0.059
223	0.128
224	0.072
225	0.077
226	0.051
227	0.077
228	0.083
229	0.103
230	0.047
231	0.060
232	0.062
233	0.055
234	0.077
235	0.067
236	0.081
237	0.092
238	0.022
239	0.051
240	0.061
241	0.051
242	0.071
243	0.075
244	0.089
245	0.059
246	0.049
247	0.061
248	0.049
249	0.073
250	0.052
251	0.031
252	0.072
253	0.054
254	0.063
255	0.046
256	0.050
257	0.038
258	0.078
259	0.040
260	0.066
261	0.042
262	0.071
263	0.007
264	0.071
265	0.056
266	0.055
267	0.012
268	0.054
269	0.046
270	0.078
271	0.045
272	0.042
273	0.077
274	0.050
275	0.068
276	0.038
277	0.039
278	0.067
279	0.053
280	0.058
