2	0.588
3	0.539
4	0.517
5	0.533
6	0.492
7	0.497
8	0.478
9	0.488
10	0.443
11	0.439
12	0.424
13	0.433
14	0.414
15	0.406
16	0.385
17	0.377
18	0.380
19	0.370
20	0.346
21	0.351
22	0.339
23	0.336
24	0.317
25	0.312
26	0.312
27	0.300
28	0.281
29	0.274
30	0.269
31	0.256
32	0.257
33	0.249
34	0.242
35	0.249
36	0.236
37	0.217
38	0.214
39	0.220
40	0.206
41	0.208
42	0.192
43	0.198
44	0.188
45	0.187
46	0.184
47	0.184
48	0.176
49	0.177
50	0.172
51	0.167
52	0.151
53	0.156
54	0.149
55	0.157
56	0.134
57	0.149
58	0.138
59	0.135
60	0.127
61	0.130
62	0.124
63	0.127
64	0.112
65	0.115
66	0.111
67	0.119
68	0.118
69	0.121
70	0.107
71	0.106
72	0.101
73	0.106
74	0.105
75	0.098
76	0.102
77	0.097
78	0.092
79	0.099
80	0.085
81	0.094
82	0.091
83	0.088
84	0.095
85	0.084
86	0.078
87	0.086
88	0.086
89	0.081
90	0.089
91	0.085
92	0.082
93	0.084
94	0.078
95	0.074
96	0.077
97	0.079
98	0.076
99	0.071
100	0.078
101	0.063
102	0.072
103	0.064
104	0.075
105	0.072
106	0.070
107	0.071
108	0.084
109	0.074
110	0.080
111	0.076
112	0.080
113	0.089
114	0.080
115	0.087
116	0.074
117	0.078
118	0.076
119	0.079
120	0.074
121	0.070
122	0.074
123	0.074
124	0.071
125	0.063
126	0.065
127	0.060
128	0.068
129	0.064
130	0.068
131	0.069
132	0.069
133	0.069
134	0.067
135	0.071
136	0.069
137	0.075
138	0.070
139	0.081
140	0.074
141	0.066
142	0.075
143	0.074
144	0.071
145	0.074
146	0.071
147	0.067
148	0.068
149	0.067
150	0.062
151	0.066
152	0.068
153	0.067
154	0.071
155	0.064
156	0.073
157	0.065
158	0.061
159	0.062
160	0.069
161	0.061
162	0.070
163	0.077
164	0.072
165	0.076
166	0.064
167	0.066
168	0.071
169	0.065
170	0.063
171	0.068
172	0.068
173	0.065
174	0.067
175	0.063
176	0.065
177	0.063
178	0.063
179	0.068
180	0.061
181	0.063
182	0.059
183	0.072
184	0.062
185	0.063
186	0.057
187	0.059
188	0.057
189	0.061
190	0.057
191	0.060
192	0.064
193	0.057
194	0.059
195	0.061
196	0.058
197	0.062
198	0.061
199	0.069
200	0.062
201	0.057
202	0.060
203	0.064
204	0.068
205	0.057
206	0.064
207	0.059
208	0.059
209	0.059
210	0.060
211	0.055
212	0.060
213	0.061
214	0.061
215	0.061
216	0.053
217	0.051
218	0.051
219	0.056
220	0.056
221	0.047
222	0.062
223	0.055
224	0.059
225	0.062
226	0.060
227	0.062
228	0.058
229	0.059
230	0.063
231	0.051
232	0.052
233	0.056
234	0.056
235	0.053
236	0.055
237	0.048
238	0.054
239	0.047
240	0.048
241	0.047
242	0.052
243	0.058
244	0.055
245	0.046
246	0.058
247	0.052
248	0.055
249	0.051
250	0.051
251	0.048
